NumberDevice UserId Block Sequence NumberClicks NumberCircles CircleID DistanceCenter PixelStartCircleX PixelStartCircleY PixelEndCircleX PixelEndCircleY TargetWidth ElapsedTime MouseX MouseY
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 4 350 666 773 1047 202 60 864 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1056 199
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1041 212
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 1003 250
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 948 306
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 864 400
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 763 519
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 707 585
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 686 609
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 671 625
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 662 635
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 632 662
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 618 670
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 597 680
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 595 682
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 583 685
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 579 685
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 572 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 569 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 566 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 565 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 562 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 561 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 5 350 1047 202 552 697 60 1071 559 686
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 559 686
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 559 686
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 575 676
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 591 664
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 739 556
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 799 514
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 984 395
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1091 336
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1161 294
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1175 286
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1170 288
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1165 292
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1161 294
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1150 300
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1146 303
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 6 350 552 697 1123 316 60 827 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1139 306
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 1125 312
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 976 356
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 885 389
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 707 461
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 633 492
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 612 500
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 590 514
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 578 520
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 532 546
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 518 553
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 513 555
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 509 561
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 497 574
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 492 578
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 484 583
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 483 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 7 350 1123 316 476 583 60 1210 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 482 584
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 530 570
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 685 537
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 883 509
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 928 504
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1015 497
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1023 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1026 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1035 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1040 496
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1076 487
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1100 481
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1131 470
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1150 464
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1160 461
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1161 461
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1162 461
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1162 461
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1163 461
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1163 460
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1163 460
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1163 460
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 460
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 8 350 476 583 1150 450 60 1086 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1164 459
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1101 461
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 1066 461
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 743 432
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 690 429
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 516 419
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 491 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 483 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 481 418
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 480 419
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 474 422
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 470 424
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 458 429
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 454 432
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 9 350 1150 450 450 450 60 791 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 452 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 464 433
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 599 436
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 643 443
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 931 501
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 997 515
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1070 535
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1093 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1095 542
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1105 544
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1110 546
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1121 555
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1124 559
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 565
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 566
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 10 350 450 450 1123 583 60 896 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1128 567
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1122 570
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 1106 570
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 971 529
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 809 462
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 625 390
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 531 353
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 507 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 506 345
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 499 342
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 495 337
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 492 333
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 330
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 11 350 1123 583 476 316 60 850 490 329
2 24 1 1 1 16 12 350 476 316 1047 697 60 1003 490 329
2 24 1 1 1 16 12 350 476 316 1047 697 60 1003 490 329
