NumberDevice UserId Block NumberClicks NumberCircles DistanceCenter PixelStartCircleX PixelStartCircleY PixelEndCircleX PixelEndCircleY DistanceStartEndCircles TargerWidth ElapsedTime DistanceFirstLastPixel MouseX MouseY
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 1002 651
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 1000 650
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 1000 650
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 1000 650
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 989 643
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 989 643
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 962 622
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 962 622
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 962 622
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 917 584
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 917 584
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 891 559
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 891 559
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 891 559
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 811 484
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 811 484
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 793 466
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 793 466
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 793 466
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 745 412
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 745 412
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 727 390
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 727 390
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 727 390
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 699 352
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 699 352
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 689 340
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 689 340
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 689 340
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 676 318
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 676 318
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 676 318
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 670 307
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 670 307
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 667 303
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 667 303
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 664 299
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 664 299
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 663 297
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 663 296
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 663 296
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 663 296
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 661 294
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 661 294
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 659 292
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 659 292
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 653 284
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 653 284
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 653 284
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 642 275
0 0 0 1 16 300 1012 662 587 237 601.0407640085654 50 806 578.4289066082365 642 275
