NumberDevice UserId Block NumberClicks NumberCircles DistanceCenter PixelStartCircleX PixelStartCircleY PixelEndCircleX PixelEndCircleY DistanceStartEndCircles TargerWidth ElapsedTime DistanceFirstLastPixel MouseX MouseY
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 719 473
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 719 473
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 790 484
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 790 484
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 869 498
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 869 498
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 869 498
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 950 515
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 950 515
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 979 522
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 979 522
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 979 522
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1038 541
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1038 541
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1061 549
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1061 549
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1061 549
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1086 558
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1086 558
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1086 558
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1097 561
0 0 0 1 16 300 500 450 1077 564 588.1538914263851 50 555 390.2832304878087 1099 562
