"NumberDevice" "UserId" "Block" "Sequence" "NumberClicks" "NumberCircles" "CircleID" "DistanceCenter" "PixelStartCircleX" "PixelStartCircleY" "PixelEndCircleX" "PixelEndCircleY" "TargetWidth" "ElapsedTime" "MouseX" "MouseY" "targetx" "targety" "x" "y" "rx" "ry"
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 531 527 554.152506084742 5.50670620214078e-14 -303 120 324.859235532322 25.989942080645
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 528 528 554.152506084742 5.50670620214078e-14 -306 121 327.992667978387 26.4160888933099
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 524 528 554.152506084742 5.50670620214078e-14 -310 121 331.5823281886 28.180838046934
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 507 535 554.152506084742 5.50670620214078e-14 -327 128 349.926695100846 29.3991165819642
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 498 540 554.152506084742 5.50670620214078e-14 -336 133 360.209367015854 28.8827269148526
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 489 549 554.152506084742 5.50670620214078e-14 -345 142 372.256788084486 24.7766770375285
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 482 556 554.152506084742 5.50670620214078e-14 -352 149 381.6270044712 21.5830826884986
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 481 559 554.152506084742 5.50670620214078e-14 -353 152 383.847981388971 19.3320248192452
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 481 564 554.152506084742 5.50670620214078e-14 -353 157 386.053917831001 14.8449495564795
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 480 566 554.152506084742 5.50670620214078e-14 -354 159 387.833707460367 13.4913067397793
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 477 573 554.152506084742 5.50670620214078e-14 -357 166 393.614263636868 8.53296323712533
1 24 1 5 1 16 7 350 1123 316 476 583 60 570 477 575 554.152506084742 5.50670620214078e-14 -357 168 394.49663821368 6.73813313201907
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 799 491 353.386473991295 -4.2632564145606e-14 0 0 0 0
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 913 476 554.152506084742 5.50670620214078e-14 114 -15 114.97044451396 -1.67238998517686
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 964 472 554.152506084742 5.50670620214078e-14 165 -19 166.090114703841 0.271657256475407
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1052 465 554.152506084742 5.50670620214078e-14 253 -26 254.307978981147 3.52871457109223
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1072 462 554.152506084742 5.50670620214078e-14 273 -29 274.520976720772 2.86937977152166
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1091 456 554.152506084742 5.50670620214078e-14 292 -35 294.088788476268 -0.88571584663346
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1097 454 554.152506084742 5.50670620214078e-14 298 -37 300.280310113437 -2.17608781489174
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1106 449 554.152506084742 5.50670620214078e-14 307 -42 309.79963314243 -6.09813945525572
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1107 448 554.152506084742 5.50670620214078e-14 308 -43 310.908900273038 -6.97536601262428
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1109 446 554.152506084742 5.50670620214078e-14 310 -45 313.127434534254 -8.72981912736142
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1117 442 554.152506084742 5.50670620214078e-14 318 -49 321.537490432639 -11.7746442103568
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1123 441 554.152506084742 5.50670620214078e-14 324 -50 327.612991783189 -12.0717693346268
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1134 437 554.152506084742 5.50670620214078e-14 335 -54 339.002788213538 -14.7685335577631
1 24 1 5 1 16 8 350 476 583 1150 450 60 491 1136 437 554.152506084742 5.50670620214078e-14 337 -54 340.989281901515 -14.5364929845237
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 1137 437 687.12298753571 2.89013257770421e-12 0 0 0 0
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 600 436 554.152506084742 5.50670620214078e-14 -537 -1 536.884963379031 11.1595742524959
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 567 441 554.152506084742 5.50670620214078e-14 -570 4 569.973654068219 6.78481157604898
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 544 442 554.152506084742 5.50670620214078e-14 -593 5 592.988456784564 6.22013828314773
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 541 442 554.152506084742 5.50670620214078e-14 -596 5 595.987919817218 6.27689668114556
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 514 445 554.152506084742 5.50670620214078e-14 -623 8 623.0398455091 3.78825923047222
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 495 447 554.152506084742 5.50670620214078e-14 -642 10 642.074283647906 2.14808706268926
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 472 448 554.152506084742 5.50670620214078e-14 -665 11 665.089086364251 1.58341376978801
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 463 448 554.152506084742 5.50670620214078e-14 -674 11 674.087475462212 1.7536889637815
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 455 448 554.152506084742 5.50670620214078e-14 -682 11 682.086043549289 1.90504469177571
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 455 448 554.152506084742 5.50670620214078e-14 -682 11 682.086043549289 1.90504469177571
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 455 448 554.152506084742 5.50670620214078e-14 -682 11 682.086043549289 1.90504469177571
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 455 448 554.152506084742 5.50670620214078e-14 -682 11 682.086043549289 1.90504469177571
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 454 448 554.152506084742 5.50670620214078e-14 -683 11 683.085864560173 1.92396415777499
1 24 1 5 1 16 9 350 1150 450 450 450 60 379 454 448 554.152506084742 5.50670620214078e-14 -683 11 683.085864560173 1.92396415777499
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 454 448 682.485164673929 -2.8421709430404e-14 0 0 0 0
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 758 503 554.152506084742 5.50670620214078e-14 304 55 308.872647950838 -6.21991542047385
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 805 518 554.152506084742 5.50670620214078e-14 351 70 357.911076523846 -0.813204489602597
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 893 546 554.152506084742 5.50670620214078e-14 439 98 449.710874150118 9.22657418203151
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 916 552 554.152506084742 5.50670620214078e-14 462 104 473.443258146682 10.5584712650022
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 931 557 554.152506084742 5.50670620214078e-14 477 109 489.13590694604 12.4925792402733
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 933 557 554.152506084742 5.50670620214078e-14 479 109 491.096389120974 12.0969662453315
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 935 557 554.152506084742 5.50670620214078e-14 481 109 493.056871295908 11.7013532503897
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 935 557 554.152506084742 5.50670620214078e-14 481 109 493.056871295908 11.7013532503897
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 937 558 554.152506084742 5.50670620214078e-14 483 110 495.215159968313 12.2859813429148
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 944 558 554.152506084742 5.50670620214078e-14 490 110 502.076847580581 10.9013358606184
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 959 560 554.152506084742 5.50670620214078e-14 505 112 517.176076887526 9.89472057348875
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 961 560 554.152506084742 5.50670620214078e-14 507 112 519.13655906246 9.49910757854695
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 982 560 554.152506084742 5.50670620214078e-14 528 112 539.721621899265 5.34517113165806
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1002 561 554.152506084742 5.50670620214078e-14 548 113 559.524250146074 2.36928226970699
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1034 562 554.152506084742 5.50670620214078e-14 580 114 591.089771442486 -2.98028456189489
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1047 562 554.152506084742 5.50670620214078e-14 593 114 603.832905579556 -5.55176902901658
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1058 562 554.152506084742 5.50670620214078e-14 604 114 614.615557541691 -7.72764050119648
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1087 565 554.152506084742 5.50670620214078e-14 633 117 643.635968570644 -10.5233056654519
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1095 566 554.152506084742 5.50670620214078e-14 641 118 651.67570376785 -11.1255165577522
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1097 566 554.152506084742 5.50670620214078e-14 643 118 653.636185942784 -11.521129552694
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1098 567 554.152506084742 5.50670620214078e-14 644 119 654.814233527722 -10.7386949626979
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1100 568 554.152506084742 5.50670620214078e-14 646 120 656.972522200127 -10.1540668701729
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1101 568 554.152506084742 5.50670620214078e-14 647 120 657.952763287594 -10.3518733676438
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1101 568 554.152506084742 5.50670620214078e-14 647 120 657.952763287594 -10.3518733676438
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1102 568 554.152506084742 5.50670620214078e-14 648 120 658.933004375061 -10.5496798651147
1 24 1 5 1 16 10 350 450 450 1123 583 60 691 1111 572 554.152506084742 5.50670620214078e-14 657 124 668.546400152146 -8.40897399248514
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 1112 573 685.962826981171 -2.8421709430404e-14 0 0 0 0
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 685 426 554.152506084742 5.50670620214078e-14 -427 -147 450.97341697277 -23.6849569115878
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 643 416 554.152506084742 5.50670620214078e-14 -469 -157 493.660861318503 -30.1488640295777
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 526 396 554.152506084742 5.50670620214078e-14 -586 -177 609.632160157097 -55.4403219885323
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 518 393 554.152506084742 5.50670620214078e-14 -594 -180 618.173439319095 -55.6560771201207
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 511 390 554.152506084742 5.50670620214078e-14 -601 -183 625.787554537242 -55.4971763813158
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 508 388 554.152506084742 5.50670620214078e-14 -604 -185 629.318358109585 -54.7668161047905
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 508 388 554.152506084742 5.50670620214078e-14 -604 -185 629.318358109585 -54.7668161047905
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 505 384 554.152506084742 5.50670620214078e-14 -607 -189 633.598473422715 -52.1821279405605
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 497 380 554.152506084742 5.50670620214078e-14 -615 -193 642.514408455107 -51.4707191282964
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 476 364 554.152506084742 5.50670620214078e-14 -636 -209 667.979345202298 -44.503869304915
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 471 359 554.152506084742 5.50670620214078e-14 -641 -214 674.488444273526 -41.7413289376189
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 466 353 554.152506084742 5.50670620214078e-14 -646 -220 681.372199215147 -38.0516246264705
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 462 347 554.152506084742 5.50670620214078e-14 -650 -226 687.328790212916 -33.9872644449289
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 459 339 554.152506084742 5.50670620214078e-14 -653 -234 693.107529007618 -27.6939205052893
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 459 336 554.152506084742 5.50670620214078e-14 -653 -237 694.231496618798 -24.9124286737321
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 458 332 554.152506084742 5.50670620214078e-14 -654 -241 696.657284044223 -21.5784287687157
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 458 332 554.152506084742 5.50670620214078e-14 -654 -241 696.657284044223 -21.5784287687157
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 458 331 554.152506084742 5.50670620214078e-14 -654 -242 697.031939914616 -20.6512648248633
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 458 329 554.152506084742 5.50670620214078e-14 -654 -244 697.781251655403 -18.7969369371585
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 460 327 554.152506084742 5.50670620214078e-14 -652 -246 696.676235508484 -16.1932973086674
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 461 325 554.152506084742 5.50670620214078e-14 -651 -248 696.498383305418 -13.9643135505694
1 24 1 5 1 16 11 350 1123 583 476 316 60 579 462 324 554.152506084742 5.50670620214078e-14 -650 -249 695.945875231959 -12.6624937363238
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 462 324 693.796800223235 -5.6843418860808e-14 0 0 0 0
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 705 555 554.152506084742 5.50670620214078e-14 243 231 329.084827036586 64.1340519092665
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 796 602 554.152506084742 5.50670620214078e-14 334 278 431.082991307782 54.8402644517209
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 837 616 554.152506084742 5.50670620214078e-14 375 292 473.180331610595 44.6023965374921
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 854 619 554.152506084742 5.50670620214078e-14 392 295 489.127363935391 37.992391996502
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 881 626 554.152506084742 5.50670620214078e-14 419 302 515.656745440289 29.3789190054516
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 890 627 554.152506084742 5.50670620214078e-14 428 303 523.783044088807 25.3835128590006
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 894 627 554.152506084742 5.50670620214078e-14 432 303 527.15578953711 23.2330272996554
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 894 627 554.152506084742 5.50670620214078e-14 432 303 527.15578953711 23.2330272996554
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 894 627 554.152506084742 5.50670620214078e-14 432 303 527.15578953711 23.2330272996554
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 900 630 554.152506084742 5.50670620214078e-14 438 306 533.827771879073 22.5368580468646
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 912 632 554.152506084742 5.50670620214078e-14 450 308 545.021251003654 17.7717740929804
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 920 635 554.152506084742 5.50670620214078e-14 458 311 553.379606069769 16.000362060517
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 933 642 554.152506084742 5.50670620214078e-14 471 318 568.104378505607 14.913588527175
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 971 666 554.152506084742 5.50670620214078e-14 509 342 613.048373620556 14.7204484032123
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 989 676 554.152506084742 5.50670620214078e-14 527 352 633.601942036282 13.4751270069159
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1021 691 554.152506084742 5.50670620214078e-14 559 367 668.648226470249 8.91903796328967
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1031 697 554.152506084742 5.50670620214078e-14 569 373 680.305818430024 8.60194223738085
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 1 16 12 350 476 316 1047 697 60 660 1036 699 554.152506084742 5.50670620214078e-14 574 375 685.596993020075 7.60020801235072
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 841 393 346.413048253093 2.8421709430404e-14 0 0 0 0
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 751 310 554.152506084742 5.50670620214078e-14 -90 -83 120.847064540751 19.6210853900458
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 707 267 554.152506084742 5.50670620214078e-14 -134 -126 181.263379992902 31.234389277666
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 653 223 554.152506084742 5.50670620214078e-14 -188 -170 250.573702225505 38.1683082282162
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 649 220 554.152506084742 5.50670620214078e-14 -192 -173 255.564853709893 38.4656411390849
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 647 219 554.152506084742 5.50670620214078e-14 -194 -174 257.784746995894 38.1971755011161
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 646 218 554.152506084742 5.50670620214078e-14 -195 -175 259.170376095088 38.4800747755349
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 637 212 554.152506084742 5.50670620214078e-14 -204 -181 269.986943250671 38.5233756848847
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 629 208 554.152506084742 5.50670620214078e-14 -212 -185 278.866516394673 37.4495131330093
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 627 207 554.152506084742 5.50670620214078e-14 -214 -186 281.086409680674 37.1810474950404
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 623 205 554.152506084742 5.50670620214078e-14 -218 -188 285.526196252675 36.6441162191028
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 616 202 554.152506084742 5.50670620214078e-14 -225 -191 293.020140297482 35.2873543928086
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 596 196 554.152506084742 5.50670620214078e-14 -245 -197 313.013613507937 29.2656412658944
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 590 194 554.152506084742 5.50670620214078e-14 -251 -199 319.12192845355 27.6259801651815
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 584 194 554.152506084742 5.50670620214078e-14 -257 -199 324.127513574389 24.3177906908556
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 582 193 554.152506084742 5.50670620214078e-14 -259 -200 326.347406860389 24.0493250528868
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 581 193 554.152506084742 5.50670620214078e-14 -260 -200 327.181671047196 23.4979601404992
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 577 193 554.152506084742 5.50670620214078e-14 -264 -200 330.518727794422 21.2925004909486
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 573 194 554.152506084742 5.50670620214078e-14 -268 -199 333.30441962926 18.2527766545917
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 564 197 554.152506084742 5.50670620214078e-14 -277 -196 339.158702573355 10.7876998826837
1 24 1 5 2 16 13 350 1047 697 552 202 60 874 562 198 554.152506084742 5.50670620214078e-14 -279 -195 340.27586603458 8.85070587110204
1 24 1 5 1 16 14 350 552 202 933 773 60 548 562 198 684.299641969803 5.6843418860808e-14 0 0 0 0
1 24 1 5 1 16 14 350 552 202 933 773 60 548 785 551 554.152506084742 5.50670620214078e-14 223 353 417.518850627439 4.00117117132854
1 24 1 5 1 16 14 350 552 202 933 773 60 548 829 600 554.152506084742 5.50670620214078e-14 267 402 482.547380924352 -6.40508884000468
1 24 1 5 1 16 14 350 552 202 933 773 60 548 878 649 554.152506084742 5.50670620214078e-14 316 451 550.286711996581 -21.0127247160455
1 24 1 5 1 16 14 350 552 202 933 773 60 548 890 659 554.152506084742 5.50670620214078e-14 328 461 565.195385586754 -25.6744252407125
1 24 1 5 1 16 14 350 552 202 933 773 60 548 904 672 554.152506084742 5.50670620214078e-14 342 474 583.709205005877 -30.390195646073
1 24 1 5 1 16 14 350 552 202 933 773 60 548 908 675 554.152506084742 5.50670620214078e-14 346 477 588.398671144955 -32.1248158726496
1 24 1 5 1 16 14 350 552 202 933 773 60 548 909 677 554.152506084742 5.50670620214078e-14 347 479 590.621381645901 -31.8807707354649
1 24 1 5 1 16 14 350 552 202 933 773 60 548 909 677 554.152506084742 5.50670620214078e-14 347 479 590.621381645901 -31.8807707354649
1 24 1 5 1 16 14 350 552 202 933 773 60 548 909 677 554.152506084742 5.50670620214078e-14 347 479 590.621381645901 -31.8807707354649
1 24 1 5 1 16 14 350 552 202 933 773 60 548 910 681 554.152506084742 5.50670620214078e-14 348 483 594.52464249273 -30.5524052881539
1 24 1 5 1 16 14 350 552 202 933 773 60 548 910 689 554.152506084742 5.50670620214078e-14 348 491 601.246843876262 -26.2151240476487
1 24 1 5 1 16 14 350 552 202 933 773 60 548 909 697 554.152506084742 5.50670620214078e-14 347 499 607.426885104731 -21.0375676342021
1 24 1 5 1 16 14 350 552 202 933 773 60 548 910 704 554.152506084742 5.50670620214078e-14 348 506 613.850971470385 -18.0827217217016
1 24 1 5 1 16 14 350 552 202 933 773 60 548 926 737 554.152506084742 5.50670620214078e-14 364 539 650.254614658466 -13.6358393716824
1 24 1 5 1 16 14 350 552 202 933 773 60 548 930 747 554.152506084742 5.50670620214078e-14 368 549 660.826007008134 -11.575338512817
1 24 1 5 1 16 14 350 552 202 933 773 60 548 931 755 554.152506084742 5.50670620214078e-14 369 557 668.090368546729 -8.07833244525347
1 24 1 5 1 16 14 350 552 202 933 773 60 548 932 761 554.152506084742 5.50670620214078e-14 370 563 673.674179739441 -5.66564668781615
1 24 1 5 1 16 14 350 552 202 933 773 60 548 933 767 554.152506084742 5.50670620214078e-14 371 569 679.257990932153 -3.25296093037878
1 24 1 5 1 16 14 350 552 202 933 773 60 548 933 768 554.152506084742 5.50670620214078e-14 371 570 680.098266105095 -2.71080077531565
1 24 1 5 1 16 14 350 552 202 933 773 60 548 933 768 554.152506084742 5.50670620214078e-14 371 570 680.098266105095 -2.71080077531565
1 24 1 5 1 16 14 350 552 202 933 773 60 548 933 768 554.152506084742 5.50670620214078e-14 371 570 680.098266105095 -2.71080077531565
1 24 1 5 1 16 15 350 933 773 666 126 60 490 842 414 337.520369755664 -5.6843418860808e-14 0 0 0 0
1 24 1 5 1 16 15 350 933 773 666 126 60 490 824 328 554.152506084742 5.50670620214078e-14 -18 -86 82.76833786424 29.4856278073066
1 24 1 5 1 16 15 350 933 773 666 126 60 490 796 220 554.152506084742 5.50670620214078e-14 -46 -194 189.523376163363 61.910337486081
1 24 1 5 1 16 15 350 933 773 666 126 60 490 784 195 554.152506084742 5.50670620214078e-14 -58 -219 217.11282211811 64.7072057186069
1 24 1 5 1 16 15 350 933 773 666 126 60 490 778 186 554.152506084742 5.50670620214078e-14 -64 -228 227.921058677701 64.2805648017809
1 24 1 5 1 16 15 350 933 773 666 126 60 490 758 158 554.152506084742 5.50670620214078e-14 -84 -256 262.241950209035 61.815528393453
1 24 1 5 1 16 15 350 933 773 666 126 60 490 752 148 554.152506084742 5.50670620214078e-14 -90 -266 273.903468602279 61.910337486081
1 24 1 5 1 16 15 350 933 773 666 126 60 490 748 144 554.152506084742 5.50670620214078e-14 -94 -270 279.402395974703 60.5830101892891
1 24 1 5 1 16 15 350 933 773 666 126 60 490 744 140 554.152506084742 5.50670620214078e-14 -98 -274 284.901323347126 59.2556828924971
1 24 1 5 1 16 15 350 933 773 666 126 60 490 730 121 554.152506084742 5.50670620214078e-14 -112 -293 308.413978318869 57.2172874009952
1 24 1 5 1 16 15 350 933 773 666 126 60 490 723 114 554.152506084742 5.50670620214078e-14 -119 -300 318.037101220611 54.8944646316093
1 24 1 5 1 16 15 350 933 773 666 126 60 490 715 111 554.152506084742 5.50670620214078e-14 -127 -303 324.768546797198 49.6325599907556
1 24 1 5 1 16 15 350 933 773 666 126 60 490 713 111 554.152506084742 5.50670620214078e-14 -129 -303 325.811446816106 47.9259963234516
1 24 1 5 1 16 15 350 933 773 666 126 60 490 703 112 554.152506084742 5.50670620214078e-14 -139 -302 330.172665076994 38.8717279774781
1 24 1 5 1 16 15 350 933 773 666 126 60 490 696 113 554.152506084742 5.50670620214078e-14 -146 -301 332.96953330952 32.3773051324604
1 24 1 5 1 16 15 350 933 773 666 126 60 490 685 116 554.152506084742 5.50670620214078e-14 -157 -298 336.145637912558 21.4268549339269
